CUSTOMERID,SANumber,isActive,AMB
J-4877868,OLSAM8608,1,267187
J-3489726,BRSAM2926,1,261030
J-5668676,BRSAM6712,1,111335
J-1130260,BRSAM1519,1,706097
J-5362260,OLSAM5285,1,338167
J-9226163,OLSAM4237,1,494464
J-1851267,BRSAM6732,1,715832
J-4317754,BRSAM3674,1,496070
J-2818706,OLSAM3983,1,282704
J-5223296,BRSAM7267,1,787094
J-9486931,OLSAM6585,1,400708
J-1177888,OLSAM8329,1,119703
J-4788925,OLSAM5918,1,392860
J-4689259,BRSAM4735,1,738408
J-7041920,OLSAM5421,0,291907
J-2310403,BRSAM9396,1,164209
J-2764427,BRSAM6699,1,485190
J-1891416,BRSAM6130,1,370076
J-8076107,OLSAM2590,1,350533
J-8538981,OLSAM5233,1,53233
J-6155283,BRSAM4664,1,341679
J-5131175,OLSAM7052,1,446838
J-7346238,OLSAM7956,1,286385
J-8389909,OLSAM1961,1,164098
J-7164181,BRSAM4006,1,413248
J-6281726,BRSAM1953,1,66163
J-3068687,OLSAM4711,1,63421
J-2625384,BRSAM1367,1,177023
J-5701162,OLSAM9309,1,382666
J-6477351,OLSAM8095,1,74610
J-5865456,OLSAM4273,1,409440
J-9672817,OLSAM7279,1,496132
J-1145215,BRSAM6022,0,64136
J-5874102,OLSAM3923,1,408311
J-5343419,BRSAM1503,1,522936
J-6275721,OLSAM1502,1,296927
J-3147691,OLSAM6474,0,390815
J-4099916,BRSAM4217,1,450931
J-4082776,OLSAM3534,1,301866
J-9506272,BRSAM2127,1,195379
J-7707240,BRSAM6349,1,126053
J-1706760,BRSAM6167,1,184316
J-7668155,OLSAM1542,1,86252
J-1419009,OLSAM6011,1,397214
J-7585586,BRSAM4966,1,729689
J-5897736,OLSAM6852,1,491559
J-3681619,BRSAM4591,1,407817
J-6274198,OLSAM1138,1,225172
J-3513180,OLSAM5160,1,470239
J-6318140,BRSAM1868,1,581630
J-7270252,BRSAM6780,1,655427
J-7550440,OLSAM3207,1,41417
J-6191569,BRSAM9910,1,169302
J-4302256,BRSAM3828,1,85041
J-4707334,BRSAM4660,1,659168
J-8930209,OLSAM9927,1,288714
J-6731547,BRSAM4543,1,59756
J-7688576,BRSAM6426,1,549621
J-5020215,OLSAM7725,1,138423
J-3496741,OLSAM3410,1,480241
J-8968892,BRSAM6844,1,411324
J-5040666,BRSAM5486,1,307390
J-4493160,OLSAM5704,1,380625
J-7953128,OLSAM5514,1,262170
J-4515473,BRSAM1634,1,488974
J-5441734,OLSAM3597,1,36175
J-3128079,OLSAM6045,1,367944
J-7942750,OLSAM8534,1,141042
J-5617222,BRSAM5605,1,546159
J-9499105,OLSAM2989,1,410537
J-6442555,BRSAM2631,1,409459
J-9749776,BRSAM8776,1,764235
J-9374036,OLSAM4967,1,79824
J-2175145,BRSAM5821,1,322358
J-8782433,OLSAM8880,1,52948
J-5439127,OLSAM2525,1,149107
J-9883679,BRSAM2324,1,123548
J-1156835,OLSAM8217,1,240499
J-7541479,BRSAM8351,1,460484
J-2507552,BRSAM8873,1,333922
J-6638867,BRSAM4084,1,81400
J-6919257,BRSAM7729,1,98521
J-9442125,BRSAM5415,1,402169
J-6655096,OLSAM7794,1,342039
J-8927479,BRSAM3757,1,489007
J-9638496,OLSAM9902,1,100090
J-5647883,BRSAM2348,1,740491
J-5094438,BRSAM1650,1,750517
J-3862586,OLSAM5785,1,364674
J-3182476,BRSAM2943,1,455696
J-4637448,BRSAM4430,1,746135
J-4363196,OLSAM4473,1,158509
J-9076337,BRSAM6804,1,416918
J-2474306,OLSAM6179,1,249100
J-9528234,BRSAM4948,1,215926
J-4083581,BRSAM5494,1,351582
J-6697561,OLSAM7790,1,190006
J-6672227,OLSAM7616,1,247383
J-4792306,OLSAM8537,1,143207
J-8961026,BRSAM9375,1,618586
J-9421160,BRSAM8403,1,799829
J-7879128,BRSAM3070,1,332395
J-8672523,BRSAM1098,1,681360
J-1860770,BRSAM2381,1,534526
J-5977549,BRSAM9157,1,243256
J-7584094,OLSAM2843,1,123025
J-8571030,BRSAM2042,1,529647
J-6876897,OLSAM9873,1,225321
J-3493434,BRSAM6748,1,500763
J-3481809,OLSAM5507,1,156007
J-6311890,OLSAM3586,1,238401
J-6395233,OLSAM2448,1,479921
J-1978753,OLSAM5404,1,126267
J-3789042,OLSAM5454,1,248007
J-7622292,BRSAM9996,1,582088
J-8140986,OLSAM5924,1,422916
J-6200071,OLSAM6401,1,45837
J-9594443,OLSAM1307,0,274060
J-7716305,BRSAM8460,1,318562
J-5231677,OLSAM5440,1,474235
J-5476902,OLSAM7773,1,342527
J-4192040,OLSAM5391,1,130030
J-9201981,BRSAM9135,1,169078
J-1502332,OLSAM3168,1,482711
J-6992458,OLSAM6887,1,325910
J-8319393,OLSAM8477,1,222668
J-7400663,BRSAM3210,1,555033
J-5839729,OLSAM2231,1,373209
J-7731855,BRSAM9588,1,433591
J-2197818,OLSAM1802,1,175892
J-4056146,OLSAM3540,1,349620
J-6654634,OLSAM2382,1,275056
J-7678221,BRSAM9182,1,537920
J-2519105,OLSAM4055,1,187430
J-6630099,BRSAM1396,1,362800
J-8290669,BRSAM2177,1,128913
J-9128378,BRSAM3058,1,515446
J-4340506,BRSAM3517,1,765067
J-1951881,OLSAM2982,1,177254
J-9247083,OLSAM5730,1,235985
J-8657585,BRSAM8582,1,59805
J-9954017,BRSAM6264,1,742587
J-6182303,BRSAM9228,1,411593
J-7721409,BRSAM4636,1,129340
J-9836719,BRSAM2079,1,290885
J-3979065,OLSAM3240,1,164108
J-6724248,BRSAM1307,1,653712
J-9628729,OLSAM2111,1,474857
J-1574471,OLSAM2645,1,76090
J-4891736,BRSAM2901,1,569496
J-6240722,BRSAM4821,1,258515
J-6324471,OLSAM1756,1,374744
J-4201360,BRSAM2837,1,101684
J-9396037,OLSAM4987,1,295766
J-9594522,BRSAM5141,1,196709
J-9163737,OLSAM6069,1,160259
J-7642646,BRSAM1641,1,696327
J-6123780,OLSAM7723,1,132320
J-3586154,BRSAM6011,1,381273
J-8182442,BRSAM1533,1,464738
J-7691477,OLSAM3375,1,393298
J-9324429,OLSAM9650,1,378629
J-3262046,OLSAM4368,1,119443
J-2874790,BRSAM6929,1,137546
J-3116258,OLSAM8791,1,328724
J-4947868,BRSAM7527,1,226377
J-9970653,BRSAM2096,1,451344
J-6370114,BRSAM9235,1,176971
J-5977035,OLSAM4902,1,491549
J-9945899,BRSAM2122,1,471270
J-2510189,OLSAM3943,1,340600
J-2132599,OLSAM9694,1,42340
J-5207963,BRSAM5972,1,451326
J-3998723,BRSAM2167,1,306634
J-3302168,BRSAM7702,1,215538
J-5932567,BRSAM4347,1,787151
J-4788311,BRSAM2751,1,640084
J-7015086,BRSAM8562,1,242800
J-4045593,OLSAM8077,1,403239
J-9555165,BRSAM6119,1,104287
J-5636763,OLSAM7424,1,333321
J-2067378,BRSAM1971,1,611063
J-9022911,BRSAM6249,1,264527
J-4426585,BRSAM7494,1,704197
J-6932036,BRSAM1754,1,719662
J-4891774,OLSAM6347,1,483859
J-5157456,OLSAM3584,1,341731
J-2054229,OLSAM1067,1,471804
J-7893873,OLSAM5263,1,480914
J-8868427,BRSAM7229,1,153554
J-6132426,BRSAM4951,1,333472
J-2279177,OLSAM3385,1,174372
J-4307949,OLSAM6201,1,128402
J-7820007,OLSAM5678,1,394457
J-9436571,BRSAM1550,1,279253
J-4154356,BRSAM9561,1,378830
J-4814598,OLSAM6593,1,102060
J-1862021,OLSAM5971,1,213959
J-2552129,BRSAM1710,0,646528
J-4122329,BRSAM9084,1,523912
J-1406890,OLSAM1824,1,333398
J-7452392,BRSAM8791,1,137408
J-6251309,OLSAM9977,1,383888
J-3828219,OLSAM2283,1,316534
J-7280462,BRSAM1840,1,139266
J-4057449,BRSAM4892,1,88213
J-3624326,BRSAM9460,1,547540
J-5254051,OLSAM4903,1,183349
J-8654723,OLSAM2611,1,166217
J-5013960,OLSAM7238,1,391822
J-3129184,BRSAM5864,1,275449
J-1455821,BRSAM2319,1,614394
J-9374270,BRSAM9772,1,654284
J-3061929,BRSAM3723,1,81993
J-8485503,OLSAM2288,1,309872
J-9362804,OLSAM4843,1,499203
J-6181174,BRSAM8140,1,612189
J-1439130,BRSAM7543,1,264868
J-4493175,OLSAM8998,1,330941
J-8344363,OLSAM2137,1,167905
J-9939993,BRSAM6533,0,588097
J-2796577,OLSAM6321,1,457566
J-4643897,OLSAM1014,1,201079
J-8121884,BRSAM8949,1,586377
J-2574866,BRSAM9935,1,384134
J-3682818,BRSAM1437,1,586214
J-2685827,OLSAM5039,1,105799
J-6455370,BRSAM4164,1,752369
J-8199472,BRSAM4206,1,355918
J-9963767,BRSAM5303,1,396721
J-9035704,BRSAM1635,1,576407
J-4671783,OLSAM5789,1,140992
J-4187941,BRSAM8453,1,306970
J-9512285,BRSAM8036,1,784842
J-4393027,BRSAM5564,1,527031
J-8168834,BRSAM8118,1,74247
J-5741202,OLSAM8543,1,132604
J-3928908,BRSAM8371,0,436604
J-3510011,OLSAM9963,1,353277
J-2241280,BRSAM4943,1,287807
J-2191521,BRSAM8671,1,660388
J-9715811,BRSAM2905,1,662529
J-7566173,BRSAM4862,1,707680
J-5258698,BRSAM6308,1,452028
J-9364778,BRSAM7012,1,310931
J-8375800,BRSAM8781,1,73138
J-3693882,BRSAM8570,0,400788
J-8113091,BRSAM6555,1,431022
J-3611873,BRSAM5724,1,732277
J-1321562,OLSAM1417,1,469565
J-1362942,OLSAM5422,1,259300
J-6640312,OLSAM3759,1,415480
J-4098094,BRSAM9667,1,127676
J-7628187,OLSAM2921,1,407972
J-4205987,BRSAM8225,1,397601
J-1420042,OLSAM4705,1,100513
J-1249499,BRSAM2660,1,266362
J-7422215,OLSAM4196,1,318459
J-7080790,OLSAM7963,1,405970
J-2880116,OLSAM6405,1,238751
J-8978318,BRSAM8448,1,134136
J-8064072,BRSAM6114,1,220448
J-7386795,OLSAM3218,1,158954
J-5138691,BRSAM3921,1,697339
J-4035396,BRSAM8808,1,339707
J-7013726,BRSAM4632,1,205849
J-4605708,OLSAM3317,1,486663
J-7682949,BRSAM4412,1,587440
J-7667165,BRSAM7099,1,270214
J-9258358,OLSAM6390,1,285011
J-9423006,BRSAM6859,1,765886
J-1661898,OLSAM8062,1,167032
J-2880192,OLSAM9050,1,473380
J-8464449,OLSAM9337,1,352791
J-4226581,BRSAM9053,1,548828
J-6992364,BRSAM3312,1,151388
J-5200844,OLSAM8009,0,106419
J-1937092,BRSAM6782,0,224032
J-8500290,BRSAM3337,1,396975
J-9085390,BRSAM8980,1,385176
J-4608629,BRSAM5701,1,425869
J-5097118,BRSAM2060,1,224864
J-9844310,BRSAM9659,1,541064
J-1225629,OLSAM6499,1,345608
J-4690355,BRSAM5539,1,326229
J-2498739,OLSAM9582,1,164691
J-6147791,BRSAM9258,1,364418
J-8512631,BRSAM5620,1,505403
J-9103710,OLSAM3484,1,215580
J-9325076,BRSAM7716,1,308475
J-1272129,OLSAM2970,1,305029
J-6684673,OLSAM9771,1,295565
J-8887529,BRSAM1854,1,764097
J-4327801,BRSAM4327,1,55993
J-2866487,BRSAM7124,1,328532
J-4320123,OLSAM9067,1,118168
J-4130453,OLSAM6910,1,353049
J-1918062,BRSAM5615,1,453505
J-7153493,BRSAM3367,1,182109
J-8090942,BRSAM8421,1,289129
J-8854011,BRSAM9280,0,463239
J-5859193,OLSAM6359,1,432754
J-9624173,BRSAM6301,1,764895
J-6023995,BRSAM8077,1,302943
J-7122861,BRSAM5251,1,553686
J-8987065,BRSAM4214,1,246448
J-7025099,OLSAM5296,1,360944
J-6661328,BRSAM7373,0,731863
J-3419491,OLSAM9416,1,80778
J-5543603,OLSAM3920,1,76676
J-8749736,BRSAM7806,1,549757
J-5453927,BRSAM2341,1,653818
J-3764055,BRSAM6871,1,303522
J-7241266,BRSAM1539,1,589850
J-1270135,OLSAM2371,1,115048
J-1414439,OLSAM4609,1,70496
J-9898669,OLSAM4118,1,120342
J-3620284,BRSAM6113,1,61409
J-9077696,OLSAM1458,1,417280
J-8748572,OLSAM1229,1,389271
J-8672135,BRSAM1113,1,515119
J-4309258,BRSAM5110,1,457930
J-8290325,BRSAM2146,1,397714
J-3539496,BRSAM6363,1,674199
J-7131389,OLSAM2225,1,83832
J-5772357,OLSAM1496,1,138508
J-8469602,OLSAM5895,1,285775
J-6492605,BRSAM2211,1,409045
J-6547372,BRSAM7603,1,650019
J-5975021,OLSAM6996,1,424381
J-3437338,OLSAM7828,1,119810
J-8359658,OLSAM9911,1,454583
J-4898992,OLSAM4019,1,354829
J-6390486,OLSAM8348,1,103578
J-6013715,OLSAM1357,1,179752
J-4592277,BRSAM8148,1,315006
J-3790373,OLSAM5614,1,169829
J-8315992,BRSAM2776,1,639883
J-2025277,BRSAM5825,1,617167
J-6828284,OLSAM2632,1,420123
J-3485564,BRSAM2549,1,652031
J-9760744,OLSAM5917,1,153684
J-4770464,BRSAM6960,1,398766
J-4890162,OLSAM6058,1,91955
J-6857005,OLSAM5217,1,359808
J-3015407,BRSAM4614,1,519603
J-4096234,OLSAM5865,1,77845
J-5984554,BRSAM9047,1,781533
J-4383226,OLSAM8759,1,109758
J-6875565,BRSAM6455,1,525818
J-5425371,OLSAM5162,1,410788
J-8369522,BRSAM1235,1,288186
J-7617056,BRSAM2697,1,300482
J-2785385,OLSAM1391,1,301591
J-7138646,BRSAM7626,1,519461
J-7572243,BRSAM6359,1,292343
J-1335922,BRSAM9211,1,360711
J-5728954,BRSAM2119,1,349785
J-2444336,OLSAM8383,1,350473
J-4581004,BRSAM3481,1,510967
J-9908596,BRSAM9927,1,766723
J-2736125,BRSAM9657,1,116522
J-3586615,OLSAM6678,1,150995
J-8762699,OLSAM2665,1,71179
J-9433838,OLSAM8035,1,458603
J-4095072,BRSAM7715,1,578692
J-5062433,BRSAM8748,1,232298
J-3478097,BRSAM3391,1,714551
J-2558648,BRSAM9761,1,759661
J-3497646,BRSAM2567,1,380636
J-2042874,OLSAM3233,1,165391
J-8201985,BRSAM1661,1,235458
J-4010216,BRSAM7967,1,386734
J-3412972,BRSAM8128,1,63066
J-9818726,BRSAM5183,1,62319
J-4862393,OLSAM9170,1,83983
J-4727739,BRSAM3693,0,795459
J-4674241,BRSAM6137,1,605832
J-3725619,OLSAM7333,1,338281
J-7430102,OLSAM3072,1,110874
J-1479800,BRSAM5475,1,690963
J-9876882,BRSAM8383,1,671561
J-3090979,BRSAM8547,1,324955
J-7530646,OLSAM5604,1,112978
J-8134669,BRSAM4526,1,493325
J-8577875,BRSAM4021,1,680170
J-5090192,OLSAM6164,0,113410
J-6582763,BRSAM1716,1,155350
J-6669690,BRSAM9594,1,770835
J-8229307,BRSAM9210,1,574867
J-4758456,BRSAM1292,1,670677
J-3775256,BRSAM2610,1,631275
J-4524121,OLSAM9991,1,169009
J-9210539,OLSAM1683,1,480534
J-8741156,BRSAM2131,1,623216
J-1877257,BRSAM1994,1,153949
J-3668023,OLSAM2919,1,37193
J-4801377,BRSAM3687,1,72090
J-1249127,OLSAM2827,1,83460
J-9967320,BRSAM4914,1,510242
J-9563782,OLSAM1216,1,187463
J-3412703,OLSAM3379,1,93864
J-8572314,BRSAM7604,1,684755
J-9787156,OLSAM7023,1,468730
J-4037484,OLSAM8709,1,450382
J-5588579,OLSAM5511,1,353438
J-4200099,BRSAM8195,1,792477
J-9961334,OLSAM9174,1,84792
J-4171488,OLSAM7082,1,475085
J-4550249,BRSAM5180,1,78995
J-5143592,BRSAM9385,1,540239
J-3566398,BRSAM6746,1,636892
J-5740405,OLSAM1258,1,478812
J-5244690,OLSAM5125,1,368485
J-5213733,BRSAM2876,1,463762
J-1845482,BRSAM4411,1,547056
J-4989237,BRSAM4889,1,554120
J-4144430,BRSAM6933,1,732798
J-8095998,BRSAM8480,1,323620
J-4227317,OLSAM3744,1,211777
J-6626968,OLSAM3348,1,169009
J-3956727,OLSAM1963,1,33216
J-5778205,OLSAM4076,1,146740
J-6070912,BRSAM5031,1,695066
J-8982799,OLSAM6052,1,215371
J-8932306,BRSAM4465,1,465274
J-8764453,OLSAM7878,1,192067
J-5178112,OLSAM3671,1,44830
J-3099878,OLSAM8020,1,262277
J-8896013,BRSAM3669,1,391105
J-9647122,OLSAM5487,1,86980
J-9686249,OLSAM3619,1,304519
J-2851441,BRSAM1938,1,99906
J-5075789,BRSAM1099,1,699572
J-5786467,OLSAM1568,1,400966
J-1355942,OLSAM4901,1,228673
J-1290281,BRSAM3353,1,312353
J-4069690,BRSAM1047,1,419386
J-9126954,BRSAM5641,1,141497
J-1891851,BRSAM7953,1,467491
J-7012384,BRSAM7672,1,273476
J-1285701,OLSAM9149,1,135987
J-3588416,OLSAM5808,1,115072
J-8428783,BRSAM9450,0,143987
J-6201093,OLSAM5462,1,187917
J-6446926,BRSAM4682,1,488663
J-8531063,OLSAM3326,1,81488
J-3430678,BRSAM5966,1,673396
J-3703443,BRSAM1127,1,54907
J-6539495,BRSAM3929,1,519080
J-3590555,BRSAM8459,1,122288
J-1293431,BRSAM9936,1,498211
J-6169913,BRSAM9376,1,618032
J-8061191,OLSAM2558,1,490156
J-2978476,OLSAM6034,1,333548
J-9983765,BRSAM7390,1,150269
J-7215172,OLSAM2379,1,226544
J-5667852,BRSAM8894,1,795101
J-4543054,BRSAM7478,1,598185
J-7294267,OLSAM9465,1,349101
J-1227531,BRSAM8581,1,431109
J-7816273,BRSAM9056,1,708356
J-1405158,BRSAM4947,1,458841
J-1877246,BRSAM5898,1,769399
J-6764312,BRSAM1914,1,727824
J-7909688,BRSAM1756,1,541170
J-2609338,OLSAM2316,1,212162
J-2235002,OLSAM6986,1,246243
J-2254098,BRSAM4647,1,295961
J-5928670,OLSAM4524,1,403518
J-7075389,OLSAM4995,1,336267
J-5209690,BRSAM4668,1,151771
J-8851376,BRSAM4384,1,295554
J-5244560,BRSAM9584,1,141323
J-9443476,OLSAM5453,1,73264
J-9090501,OLSAM4872,1,467818
J-5264585,BRSAM8175,1,304852
J-7094346,BRSAM7897,1,285138
J-1709663,OLSAM8169,1,145202
J-9238236,OLSAM3536,1,70696
J-3433724,OLSAM2368,1,236064
J-2086544,OLSAM6213,1,447349
J-5424961,BRSAM4092,1,775615
J-2977821,OLSAM6439,1,468153
J-2065025,OLSAM4575,1,31260
J-8450787,OLSAM9392,1,49477
J-7672988,OLSAM5651,1,37154
J-4177162,BRSAM8918,1,116036
J-6816019,BRSAM1743,1,756489
J-7331543,BRSAM5577,1,102662
J-8760699,OLSAM8736,1,111486
J-9069161,BRSAM4689,1,537352
J-3058400,BRSAM2027,1,684734
J-7483416,BRSAM9937,1,722231
J-3716082,BRSAM8868,1,593723
J-8060775,OLSAM4186,1,241587
J-2503003,BRSAM1937,1,679400
J-3141694,OLSAM6127,0,488804
J-8288596,BRSAM5056,1,609613
J-7795810,OLSAM7070,1,240502
J-1257303,BRSAM7062,1,350157
J-5625078,BRSAM6516,1,147905
J-4354202,BRSAM9811,1,591500
J-8401902,OLSAM9669,1,40608
J-4958427,BRSAM3999,1,84932
J-3324264,OLSAM2503,1,434709
J-9472380,OLSAM9016,1,467869
J-4023556,BRSAM7550,1,651967
J-3967888,OLSAM2809,1,38801
J-3922248,BRSAM3304,1,295882
J-6194944,BRSAM7331,1,469964
J-4642800,BRSAM5843,1,468749
J-4207712,BRSAM4343,1,168940
J-3569712,OLSAM8829,1,97931
J-2503796,OLSAM1735,1,187510
J-5552965,BRSAM5740,1,679086
J-7456094,BRSAM2251,1,420812
J-8718619,OLSAM5430,1,289682
J-8244307,BRSAM1177,1,97510
J-7679416,BRSAM1387,1,368728
J-9945713,OLSAM2002,1,342014
J-6528871,BRSAM9173,1,516126
J-4068714,OLSAM9338,0,351195
J-4846857,BRSAM7884,1,317438
J-8785449,BRSAM9628,1,479452
J-2031020,OLSAM5407,1,482958
J-9923113,OLSAM8443,1,436548
J-5647968,BRSAM5566,1,517261
J-7162723,BRSAM5023,1,408063
J-9465806,BRSAM5790,1,115264
J-1349553,OLSAM2385,1,361644
J-5338462,BRSAM9062,1,229507
J-4187585,BRSAM1926,1,792307
J-9038268,BRSAM9911,1,242478
J-1267594,OLSAM2934,1,404386
J-5089511,BRSAM5306,1,672389
J-5761775,OLSAM5934,1,351566
J-9539410,OLSAM8817,1,323684
J-5452724,BRSAM4755,1,168003
J-2140845,OLSAM5836,1,449390
J-9692926,BRSAM7473,1,598361
J-8266269,BRSAM8738,1,382660
J-9281237,BRSAM3901,1,165007
J-2193038,OLSAM8513,1,215314
J-3996410,BRSAM2200,0,88783
J-7277867,OLSAM9686,0,109945
J-3757350,BRSAM9411,1,141342
J-7172545,BRSAM1654,1,70583
J-7240421,BRSAM4361,1,371233
J-3563122,BRSAM3956,1,617117
J-7939423,OLSAM1881,1,301100
J-1959711,OLSAM7073,1,139505
J-6323289,BRSAM1703,1,296554
J-2967882,BRSAM4044,1,457849
J-1143271,BRSAM3067,1,118148
J-5150659,OLSAM2554,1,296993
J-1584483,OLSAM5627,1,485005
J-2657374,OLSAM7422,1,365475
J-6120550,BRSAM7930,1,357388
J-2942047,BRSAM3116,1,91097
J-2114742,BRSAM6680,1,265579
J-6250330,BRSAM3756,1,481936
J-7642170,OLSAM8765,1,155746
J-7183724,BRSAM1398,1,145950
J-9226444,OLSAM7563,1,322464
J-4458180,BRSAM8757,1,390203
J-8792289,OLSAM2182,1,302096
J-5192970,OLSAM7363,1,104830
J-5158886,BRSAM4762,1,439006
J-3707371,OLSAM4441,1,292811
J-7675749,BRSAM2768,1,573648
J-6699891,OLSAM7879,1,146090
J-8589071,BRSAM6355,1,134954
J-1634410,OLSAM6892,1,426656
J-4406517,OLSAM8327,1,111714
J-7015598,OLSAM4643,1,73946
J-2521733,OLSAM1582,1,124479
J-2919965,BRSAM2432,1,526121
J-3196387,OLSAM3358,1,398669
J-4402874,BRSAM7119,1,387491
J-9724075,BRSAM7496,1,468729
J-2621398,BRSAM5036,1,116270
J-2540706,OLSAM6261,1,493667
J-9027491,BRSAM2254,1,547634
J-6072138,BRSAM9103,0,276402
J-2500551,BRSAM1669,1,199613
J-3433132,OLSAM7885,1,56884
J-1974392,OLSAM6232,1,202830
J-3938402,OLSAM1610,1,189931
J-8737801,OLSAM5193,1,45090
J-5946079,OLSAM3395,1,425777
J-3938191,BRSAM6937,1,513267
J-2024775,BRSAM8931,1,701681
J-9985923,BRSAM3473,1,777122
J-9182872,OLSAM1977,1,221031
J-1346495,OLSAM7470,1,121109
J-5452424,BRSAM1497,1,778110
J-7787372,OLSAM7559,1,122765
J-1807112,OLSAM5554,1,50396
J-9044740,OLSAM1715,1,82674
J-4339134,BRSAM3533,1,382397
J-1434347,BRSAM5694,1,422174
J-3348790,OLSAM5871,1,92339
J-3570356,BRSAM9792,1,249970
J-6531998,OLSAM9479,1,176865
J-8833629,BRSAM7756,1,718041
J-2327903,OLSAM7097,1,432442
J-3670025,OLSAM2169,1,349235
J-9849362,OLSAM4281,0,301066
J-7391527,BRSAM1609,1,285377
J-5410648,BRSAM8632,1,361011
J-4168843,OLSAM3928,1,421849
J-9505067,OLSAM8408,1,75209
J-1337959,BRSAM7018,1,522562
J-4391991,BRSAM5172,1,253628
J-9920199,BRSAM3649,1,378486
J-9780065,BRSAM9420,1,304449
J-5775266,BRSAM8491,1,509836
J-2011504,OLSAM2901,1,147125
J-7144820,BRSAM3993,1,739310
J-4433904,BRSAM7056,1,53381
J-1366000,BRSAM4477,0,664575
J-3132635,BRSAM8872,1,408300
J-2336153,BRSAM1325,1,726018
J-3677891,OLSAM3284,1,461243
J-4305654,BRSAM4026,1,605337
J-3477831,OLSAM1071,1,259623
J-7455651,BRSAM2472,1,521077
J-2040713,BRSAM8967,1,480867
J-5326607,OLSAM3953,1,227947
J-7745452,OLSAM5013,1,243371
J-6863042,OLSAM4467,1,369380
J-6580143,BRSAM2442,1,508919
J-3569131,OLSAM7999,1,257347
J-1553227,BRSAM1430,1,766198
J-7082046,OLSAM7836,1,238201
J-9191514,OLSAM3537,1,442025
J-2736798,BRSAM6752,1,795293
J-2501046,OLSAM8587,1,433663
J-8906932,BRSAM5648,1,354010
J-4384154,OLSAM8021,1,121609
J-7929805,BRSAM1061,1,457815
J-4990219,OLSAM5465,1,246220
J-7239501,BRSAM6703,1,710792
J-9155732,BRSAM5062,1,147908
J-9556891,BRSAM6172,1,610775
J-5716545,OLSAM1459,1,201666
J-3906453,BRSAM1139,1,203463
J-2073414,OLSAM8310,1,492607
J-4567498,BRSAM8359,1,642570
J-4263733,OLSAM8845,1,229779
J-5874873,OLSAM2096,1,482529
J-1745152,OLSAM4699,1,337381
J-1183277,BRSAM5205,1,595487
J-4524245,BRSAM4388,1,670587
J-2817804,BRSAM3183,1,154693
J-3101391,BRSAM1373,1,154967
J-1497178,BRSAM7042,1,600993
J-6310984,BRSAM6323,1,468159
J-4985904,OLSAM1594,1,399346
J-6697429,OLSAM7122,1,292289
J-9920840,OLSAM3580,1,406634
J-4517096,BRSAM2480,1,138479
J-9492355,BRSAM1880,1,361368
J-4361426,BRSAM3969,1,228561
J-1487254,BRSAM8694,0,188377
J-3845982,BRSAM2124,1,271184
J-6250691,BRSAM7013,1,692812
J-5607630,OLSAM8704,1,255336
J-3176340,OLSAM7545,1,152630
J-6595384,BRSAM6304,1,160268
J-8930259,OLSAM2282,1,491692
J-5155860,BRSAM3165,1,468042
J-3762988,OLSAM7678,1,145593
J-3337839,BRSAM6394,1,423571
J-6104151,BRSAM1869,1,551769
J-1667527,BRSAM1534,1,502601
J-2529775,OLSAM4322,1,292208
J-3436958,BRSAM4098,1,543338
J-7010663,OLSAM6288,1,356572
J-8985783,BRSAM2260,1,310689
J-9063599,OLSAM9489,1,286150
J-2397281,OLSAM7491,1,111774
J-4770794,BRSAM7263,0,216491
J-4873185,OLSAM8230,1,276471
J-5200468,BRSAM4197,1,444066
J-2715863,OLSAM3869,1,423647
J-7252791,BRSAM8144,1,736897
J-6710238,BRSAM5989,0,501819
J-6453172,BRSAM6952,1,488674
J-1697858,OLSAM6126,1,473069
J-5216587,OLSAM8104,1,147302
J-1393218,BRSAM9497,1,769996
J-9479341,BRSAM4506,1,731314
J-5521473,OLSAM5635,1,289055
J-8685779,OLSAM9764,1,282617
J-1758450,OLSAM1312,1,152040
J-5387251,OLSAM2841,1,141463
J-5881537,BRSAM8631,1,382999
J-2534496,BRSAM3648,1,247957
J-3353062,BRSAM3434,1,136978
J-1878607,OLSAM7185,1,477593
J-2370996,OLSAM8207,1,187787
J-7600620,OLSAM8930,1,183644
J-9099901,BRSAM2193,1,726043
J-7797005,OLSAM4378,1,456315
J-2753568,BRSAM9724,1,352942
J-5175468,OLSAM7702,1,129536
J-7864892,BRSAM2862,1,561127
J-7989667,BRSAM3628,1,691616
J-5871305,BRSAM5238,1,365735
J-4163576,BRSAM8545,1,122314
J-2184943,OLSAM2785,1,353624
J-7904845,BRSAM2087,1,424946
J-4606097,OLSAM7270,1,146755
J-8536558,OLSAM2387,1,333073
J-3154301,OLSAM6985,1,35898
J-6487131,OLSAM2575,1,400426
J-3926901,OLSAM5098,1,226189
J-4020101,OLSAM6605,1,201134
J-6156010,BRSAM8212,1,464480
J-8886721,OLSAM4933,1,340704
J-3536835,BRSAM8616,1,526331
J-7562911,OLSAM7582,1,225737
J-5785359,OLSAM1198,1,141972
J-1888361,OLSAM7612,1,181965
J-6705124,OLSAM5035,1,184054
J-2550483,OLSAM8350,1,288726
J-8230317,OLSAM6297,1,302281
J-9895736,BRSAM9342,1,325382
J-2727395,OLSAM4991,1,311567
J-7167653,BRSAM8236,1,553194
J-5807076,OLSAM7293,1,206125
J-6459598,OLSAM7870,1,198804
J-1289936,BRSAM2135,1,668198
